Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Product ID,Sales ID,Sales,Quantity,Discount,Profit
CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955,Corporate,OFF-AR-10001044,8,25.99,1,0,7.5371
US-2016-114293,11/21/2016,11/26/2016,Standard Class,JH-16180,Consumer,FUR-CH-10003833,11,195.136,4,0.2,-12.196
CA-2017-134173,9/16/2017,9/21/2017,Standard Class,AB-10060,Home Office,OFF-PA-10004355,8,20.736,4,0.2,7.2576
US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Consumer,TEC-AC-10003038,2,53.7,6,0,10.203
US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Consumer,OFF-BI-10002799,19,36.26,7,0,16.6796
US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Consumer,OFF-AR-10003582,18,56.3,2,0,15.764
US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Consumer,OFF-PA-10004451,14,32.4,5,0,15.552
US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Consumer,FUR-FU-10004666,12,29.16,2,0,10.7892
CA-2017-101749,10/3/2017,10/8/2017,Standard Class,AS-10045,Corporate,FUR-TA-10001520,2,171.288,3,0.2,-6.4233
US-2016-147991,5/5/2016,5/9/2016,Standard Class,ZD-21925,Consumer,FUR-FU-10004270,20,16.72,5,0.2,3.344
CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285,Home Office,OFF-PA-10003172,16,12.96,2,0,6.2208
CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285,Home Office,OFF-EN-10002312,14,22.18,2,0,10.8682
CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285,Home Office,FUR-CH-10002320,12,2054.272,8,0.2,256.784
CA-2015-135174,4/30/2015,5/2/2015,Second Class,BP-11230,Consumer,TEC-PH-10001530,11,1022.97,5,0.4,-255.7425
CA-2017-125290,11/6/2017,11/10/2017,Second Class,CC-12430,Home Office,OFF-AR-10001216,18,13.9,5,0,3.614
CA-2017-125290,11/6/2017,11/10/2017,Second Class,CC-12430,Home Office,OFF-PA-10003127,18,26.38,1,0,12.1348
CA-2014-137351,9/30/2014,10/4/2014,Standard Class,DB-13615,Consumer,OFF-BI-10003910,10,43.176,7,0.2,13.4925
CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475,Home Office,FUR-TA-10004534,17,411.8,2,0,70.006
CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475,Home Office,TEC-AC-10000892,18,360,4,0,129.6
US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,Home Office,FUR-FU-10003247,15,41.96,2,0,2.9372
US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,Home Office,OFF-AP-10004336,10,227.84,4,0,66.0736
US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,Home Office,OFF-PA-10001295,12,37.94,2,0,18.2112
CA-2016-128517,4/9/2016,4/14/2016,Second Class,SW-20350,Home Office,TEC-PH-10002555,20,517.9,2,0,134.654
CA-2016-128517,4/9/2016,4/14/2016,Second Class,SW-20350,Home Office,OFF-BI-10000831,20,5.28,2,0,2.4288
US-2015-100377,8/28/2015,9/1/2015,Standard Class,TS-21370,Corporate,TEC-CO-10001046,9,2799.96,5,0.2,874.9875
CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,Corporate,OFF-EN-10002973,1,8.96,2,0,4.3008
CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,Corporate,OFF-LA-10001641,11,31.5,10,0,15.12
CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,Corporate,FUR-FU-10003878,14,30.56,2,0,10.3904
CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,Corporate,FUR-TA-10003837,14,24.368,2,0.2,-3.3506
CA-2016-144554,11/7/2016,11/12/2016,Standard Class,DM-13345,Corporate,TEC-AC-10002800,7,119.976,3,0.2,22.4955
CA-2017-127621,3/3/2017,3/7/2017,Standard Class,RE-19450,Consumer,OFF-PA-10001307,12,26.88,8,0.2,9.744
CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,Corporate,TEC-PH-10002350,18,83.97,3,0,23.5116
CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,Corporate,TEC-AC-10000397,8,104.97,3,0,7.3479
CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Home Office,OFF-ST-10000615,13,90.8,8,0,25.424
CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Home Office,TEC-PH-10004531,20,140.736,8,0.2,49.2576
CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Home Office,TEC-AC-10004001,17,214.95,5,0,88.1295
CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Home Office,OFF-PA-10001534,14,45.36,7,0,21.7728
CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Home Office,OFF-PA-10001815,2,288.24,6,0,138.3552
US-2017-120089,11/30/2017,11/30/2017,Same Day,ML-17755,Home Office,OFF-AP-10003779,12,663.936,4,0.2,82.992
CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Corporate,OFF-ST-10002011,15,2934.33,7,0,792.2691
CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Corporate,FUR-FU-10002379,1,124.41,3,0,14.9292
CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Corporate,OFF-AR-10003752,5,57.75,5,0,26.565
CA-2016-125206,1/3/2016,1/5/2016,First Class,LR-16915,Consumer,OFF-ST-10003692,4,114.46,2,0,28.615
CA-2015-126137,10/3/2015,10/8/2015,Standard Class,BS-11755,Consumer,FUR-BO-10004409,17,120.666,2,0.15,18.4548
CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,Home Office,OFF-ST-10003306,6,342.864,3,0.2,38.5722
CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,Home Office,FUR-FU-10003724,16,16.74,5,0.6,-14.229
CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,Home Office,FUR-CH-10002024,12,981.372,2,0.3,-140.196
CA-2014-104780,5/21/2014,5/25/2014,Standard Class,BT-11530,Home Office,OFF-AR-10003514,16,31.84,8,0,10.5072
CA-2017-101182,9/4/2017,9/5/2017,First Class,KB-16405,Home Office,OFF-PA-10001800,10,12.96,2,0,6.2208
CA-2017-101182,9/4/2017,9/5/2017,First Class,KB-16405,Home Office,TEC-PH-10003589,15,43.176,3,0.2,15.1116
US-2017-132297,5/27/2017,6/2/2017,Standard Class,DW-13480,Home Office,OFF-BI-10003364,5,58.34,2,0,28.0032
US-2017-132297,5/27/2017,6/2/2017,Standard Class,DW-13480,Home Office,TEC-PH-10002834,8,539.97,3,0,134.9925
CA-2014-100328,1/28/2014,2/3/2014,Standard Class,JC-15340,Consumer,OFF-BI-10000343,12,3.928,1,0.2,1.3257
CA-2017-118773,2/9/2017,2/14/2017,Standard Class,TP-21415,Consumer,OFF-BI-10004584,5,252.784,4,0.8,-417.0936
CA-2017-118773,2/9/2017,2/14/2017,Standard Class,TP-21415,Consumer,TEC-AC-10002402,5,127.984,2,0.2,15.998
CA-2017-118773,2/9/2017,2/14/2017,Standard Class,TP-21415,Consumer,FUR-FU-10000550,4,3.984,2,0.6,-2.6892
CA-2017-118773,2/9/2017,2/14/2017,Standard Class,TP-21415,Consumer,OFF-AP-10000055,8,12.992,2,0.8,-32.48
US-2017-159205,3/31/2017,4/2/2017,Second Class,DB-12910,Home Office,FUR-FU-10001591,2,61,5,0,25.62
US-2017-159205,3/31/2017,4/2/2017,Second Class,DB-12910,Home Office,TEC-PH-10000526,6,671.93,7,0,188.1404
CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Consumer,OFF-BI-10001071,2,447.86,7,0,219.4514
CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Consumer,TEC-PH-10001557,10,479.95,5,0,129.5865
CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Consumer,OFF-PA-10001977,9,166.44,3,0,79.8912
CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Consumer,OFF-SU-10004231,7,31.68,4,0.2,2.772
CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Consumer,OFF-PA-10000809,8,10.368,2,0.2,3.6288
CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Consumer,OFF-FA-10003021,15,12.032,8,0.2,2.256
CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,Consumer,OFF-AP-10000696,3,5.768,2,0.8,-13.5548
CA-2017-135692,4/27/2017,5/1/2017,Standard Class,CV-12805,Corporate,OFF-LA-10001158,9,33.12,4,0.2,11.592
CA-2017-135692,4/27/2017,5/1/2017,Standard Class,CV-12805,Corporate,FUR-BO-10002268,18,220.2656,4,0.32,-42.1096
CA-2017-131233,4/14/2017,4/19/2017,Standard Class,CS-12355,Consumer,OFF-BI-10000829,13,10.776,3,0.2,3.5022
CA-2017-131233,4/14/2017,4/19/2017,Standard Class,CS-12355,Consumer,FUR-BO-10003441,6,242.352,3,0.2,9.0882
CA-2017-119578,12/22/2017,12/27/2017,Second Class,JG-15310,Corporate,OFF-SU-10003505,20,695.16,6,0,34.758
CA-2017-119578,12/22/2017,12/27/2017,Second Class,JG-15310,Corporate,FUR-BO-10003660,9,220.98,1,0,50.8254
CA-2016-124562,12/8/2016,12/12/2016,Standard Class,JP-16135,Home Office,OFF-BI-10001267,14,12.957,7,0.7,-9.5018
US-2017-140074,3/23/2017,3/29/2017,Standard Class,EC-14050,Consumer,OFF-PA-10002741,6,25.68,6,0,11.556
CA-2016-103037,7/25/2016,7/29/2016,Standard Class,KH-16630,Corporate,OFF-LA-10004345,12,15.712,4,0.2,5.6956
CA-2017-127460,7/10/2017,7/14/2017,Standard Class,FG-14260,Home Office,OFF-ST-10004340,13,298.464,6,0.2,26.1156
CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Consumer,OFF-PA-10001471,6,21.93,3,0,10.0878
CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Consumer,OFF-ST-10002344,10,242.94,3,0,4.8588
CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Consumer,OFF-PA-10001892,12,7.64,1,0,3.7436
CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Consumer,OFF-PA-10001934,10,51.84,8,0,25.4016
CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Consumer,OFF-ST-10000078,5,265.17,1,0,47.7306
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Consumer,TEC-MA-10001972,7,837.6,3,0.2,62.82
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Consumer,OFF-EN-10002504,1,135.9,5,0,63.873
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Consumer,OFF-PA-10002160,11,34.68,6,0,16.9932
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Consumer,FUR-CH-10001973,9,532.704,6,0.2,-39.9528
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Consumer,OFF-AP-10001492,4,43.1,5,0,11.206
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Consumer,OFF-SU-10002189,5,15.88,4,0,0.1588
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Corporate,FUR-CH-10003312,1,1123.92,5,0.2,-182.637
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Corporate,TEC-PH-10002496,18,249.584,2,0.2,31.198
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Corporate,FUR-FU-10003464,16,48.672,3,0.2,7.3008
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Corporate,OFF-AR-10000380,12,60.768,2,0.2,7.596
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Corporate,OFF-BI-10004593,13,78.6,5,0.7,-62.88
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Corporate,OFF-BI-10001308,11,3.768,2,0.7,-3.14
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Corporate,OFF-ST-10001780,5,1036.624,2,0.2,51.8312
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Corporate,OFF-ST-10003816,13,563.808,4,0.2,21.1428
CA-2017-149895,9/8/2017,9/12/2017,Standard Class,EB-14110,Consumer,TEC-PH-10002200,13,258.528,2,0.4,-47.3968
CA-2017-147564,10/2/2017,10/6/2017,Standard Class,BP-11155,Consumer,OFF-PA-10004438,17,49.12,4,0,23.0864
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Home Office,FUR-FU-10004090,12,44.46,2,0,14.6718
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Home Office,FUR-CH-10002602,10,241.568,2,0.2,18.1176
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Home Office,TEC-AC-10001142,19,395,5,0,39.5
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Home Office,TEC-PH-10004977,3,627.168,4,0.2,70.5564
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,Corporate,FUR-FU-10004586,6,13.28,2,0,6.3744
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,Corporate,OFF-BI-10001116,9,12.672,3,0.2,4.4352
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Home Office,OFF-BI-10000666,17,30.56,5,0.8,-45.84
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Home Office,OFF-ST-10002583,12,77.952,3,0.2,-15.5904
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Home Office,TEC-PH-10004908,8,67.992,1,0.2,8.499
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Home Office,OFF-EN-10001219,5,12.224,2,0.2,4.4312
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Home Office,TEC-AC-10004568,2,44.784,2,0.2,-0.5598
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Home Office,FUR-FU-10001756,10,22.848,3,0.6,-17.7072
CA-2015-112557,4/25/2015,4/28/2015,First Class,JL-15850,Consumer,OFF-AP-10002311,4,206.43,3,0,90.8292
US-2014-122959,12/12/2014,12/12/2014,Same Day,CY-12745,Corporate,OFF-BI-10003650,12,210.392,2,0.8,-336.6272
CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,Consumer,TEC-AC-10003628,20,119.96,5,0.2,35.988
CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,Consumer,OFF-AR-10001547,11,10.608,6,0.2,0.9282
US-2016-148110,9/5/2016,9/11/2016,Standard Class,AR-10825,Corporate,FUR-CH-10002647,1,347.802,7,0.3,-24.843
CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Corporate,FUR-CH-10004495,20,963.136,4,0.2,108.3528
CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Corporate,TEC-PH-10002923,5,88.776,3,0.2,7.7679
CA-2014-109218,6/30/2014,7/3/2014,Second Class,AR-10825,Corporate,OFF-AR-10001374,20,32.4,5,0,10.368
CA-2016-120558,6/7/2016,6/10/2016,First Class,RD-19810,Home Office,OFF-PA-10003441,8,32.4,5,0,15.552
US-2014-109036,12/20/2014,12/25/2014,Standard Class,KH-16510,Consumer,OFF-LA-10002043,10,31.05,3,0,14.904
CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Consumer,TEC-AC-10002049,14,2025.36,6,0.2,607.608
CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Consumer,TEC-MA-10000418,12,1799.994,2,0.7,-2639.9912
CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Consumer,TEC-PH-10004908,17,101.988,2,0.4,-16.998
CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Consumer,FUR-FU-10004091,15,262.864,7,0.2,69.0018
CA-2017-150497,7/20/2017,7/24/2017,Standard Class,SM-20950,Corporate,OFF-BI-10004600,12,735.98,2,0,331.191
CA-2014-128986,8/3/2014,8/5/2014,Second Class,GH-14410,Home Office,OFF-PA-10001289,12,93.024,3,0.2,33.7212
CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,Corporate,FUR-TA-10001539,9,284.364,2,0.4,-75.8304
CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,Corporate,TEC-AC-10001266,6,26,2,0,11.7
US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210,Consumer,OFF-ST-10001291,6,67.64,5,0.2,5.9185
US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210,Consumer,TEC-AC-10001314,1,119.976,3,0.2,-17.9964
US-2014-150924,9/12/2014,9/16/2014,Second Class,PT-19090,Consumer,OFF-BI-10004040,14,5.18,5,0.8,-8.029
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Consumer,OFF-EN-10001539,5,15.56,2,0,7.3132
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Consumer,OFF-EN-10004483,1,78.35,5,0,36.8245
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Consumer,OFF-AR-10001615,18,59.52,3,0,15.4752
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Consumer,OFF-PA-10000327,4,38.52,9,0,17.334
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Consumer,TEC-PH-10001299,1,239.984,2,0.2,23.9984
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Consumer,OFF-PA-10002246,1,19.35,3,0,9.4815
CA-2016-146682,10/29/2016,10/31/2016,First Class,KW-16435,Consumer,FUR-FU-10002671,8,67,5,0,32.16
CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675,Corporate,FUR-CH-10003833,14,390.272,8,0.2,-24.392
CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675,Corporate,OFF-PA-10001667,18,62.192,13,0.2,19.435
CA-2017-107461,12/21/2017,12/26/2017,Second Class,PK-19075,Consumer,OFF-BI-10002003,17,23.88,6,0,11.2236
US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Consumer,OFF-BI-10004465,1,3.168,2,0.8,-4.752
US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Consumer,FUR-CH-10000665,18,528.43,5,0.3,0
US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Consumer,OFF-AR-10004956,12,13.392,3,0.2,1.5066
CA-2017-157483,11/11/2017,11/18/2017,Standard Class,EP-13915,Consumer,OFF-AR-10004260,13,181.86,7,0,50.9208
US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915,Consumer,FUR-BO-10001811,7,180.588,2,0.7,-240.784
US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915,Consumer,TEC-AC-10003280,3,47.984,2,0.2,0.5998
CA-2017-122280,9/10/2017,9/10/2017,Same Day,SH-20395,Consumer,OFF-PA-10004911,12,18.76,2,0,9.0048
CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Corporate,FUR-FU-10001487,17,20.94,3,0,6.0726
CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Corporate,FUR-FU-10000521,14,58.68,2,0,18.1908
CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Corporate,OFF-AP-10001271,20,254.9,5,0,68.823
CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Corporate,OFF-BI-10004728,9,9.64,2,0,4.4344
CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Corporate,TEC-AC-10004666,15,826.62,3,0,355.4466
CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Corporate,OFF-ST-10003208,7,1633.14,9,0,473.6106
CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Corporate,OFF-ST-10003208,4,544.38,3,0,157.8702
CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,Corporate,OFF-BI-10000632,6,26.046,3,0.8,-44.2782
CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,Corporate,OFF-EN-10004773,17,74.352,3,0.2,26.9526
CA-2017-159352,3/12/2017,3/17/2017,Standard Class,KB-16585,Corporate,TEC-PH-10004700,19,69.93,7,0,32.1678
US-2017-146416,10/20/2017,10/22/2017,Second Class,JE-16165,Corporate,OFF-LA-10003714,1,3.75,1,0,1.8
US-2017-146416,10/20/2017,10/22/2017,Second Class,JE-16165,Corporate,OFF-BI-10001787,2,20.928,4,0.2,7.5864
US-2015-163783,12/27/2015,1/1/2016,Standard Class,DR-12940,Home Office,OFF-ST-10002957,11,12.672,3,0.2,-3.168
CA-2017-123981,10/2/2017,10/8/2017,Standard Class,RW-19630,Corporate,TEC-PH-10002115,17,65.99,1,0,17.1574
CA-2017-158953,6/4/2017,6/8/2017,Standard Class,ML-18040,Corporate,OFF-BI-10002557,15,6.37,7,0.8,-9.555
CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,Consumer,OFF-BI-10002949,2,3.648,3,0.8,-6.0192
CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,Consumer,OFF-PA-10004100,17,31.104,6,0.2,10.8864
CA-2016-169026,8/8/2016,8/13/2016,Standard Class,CM-12655,Home Office,OFF-FA-10001883,13,23.34,3,0,0.2334
CA-2017-109750,7/22/2017,7/28/2017,Standard Class,FH-14365,Corporate,TEC-PH-10000702,6,29.97,3,0,14.0859
CA-2015-149384,7/10/2015,7/10/2015,Same Day,EH-13945,Consumer,OFF-BI-10003196,19,3.366,3,0.7,-2.244
CA-2014-131527,12/1/2014,12/7/2014,Standard Class,TB-21280,Consumer,TEC-PH-10001644,8,95.968,4,0.2,9.5968
CA-2017-164000,12/18/2017,12/22/2017,Standard Class,AH-10030,Corporate,OFF-AR-10003183,20,18.704,7,0.2,2.338
CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,Consumer,FUR-FU-10000308,1,149.232,3,0.2,3.7308
CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,Consumer,OFF-PA-10001526,8,15.936,4,0.2,5.7768
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Consumer,TEC-PH-10002103,9,601.536,8,0.2,60.1536
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Consumer,TEC-AC-10004209,13,10.99,1,0,4.2861
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Consumer,FUR-FU-10000397,12,39.88,2,0,11.1664
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Consumer,OFF-PA-10002137,15,62.24,8,0,28.008
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Consumer,FUR-FU-10001867,2,53.2,5,0,14.896
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Consumer,OFF-LA-10000407,2,39.84,8,0,18.3264
CA-2016-108882,1/9/2016,1/15/2016,Standard Class,LA-16780,Corporate,TEC-AC-10000420,6,349.95,5,0,118.983
CA-2016-108882,1/9/2016,1/15/2016,Standard Class,LA-16780,Corporate,TEC-PH-10002726,16,377.928,9,0.2,141.723
US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975,Corporate,OFF-EN-10001415,12,13.392,3,0.2,5.022
US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975,Corporate,OFF-BI-10000773,15,11.228,7,0.8,-18.5262
CA-2014-142314,12/23/2014,12/28/2014,Standard Class,SF-20200,Consumer,OFF-AP-10002350,15,207.24,11,0,58.0272
CA-2016-132409,5/26/2016,6/1/2016,Standard Class,TH-21235,Corporate,OFF-AR-10001919,6,1.504,1,0.2,0.1692
CA-2016-132409,5/26/2016,6/1/2016,Standard Class,TH-21235,Corporate,OFF-AP-10002082,19,34.848,2,0.2,6.534
CA-2017-150189,7/8/2017,7/10/2017,First Class,VG-21790,Consumer,OFF-LA-10002762,3,75.18,6,0,35.3346
CA-2014-114433,5/13/2014,5/17/2014,Standard Class,NP-18325,Consumer,TEC-AC-10002800,4,149.97,3,0,52.4895
CA-2017-104640,11/10/2017,11/16/2017,Standard Class,FH-14275,Corporate,OFF-BI-10003925,18,931.176,3,0.2,314.2719
CA-2017-104640,11/10/2017,11/16/2017,Standard Class,FH-14275,Corporate,TEC-PH-10002200,6,430.88,2,0,124.9552
US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,Corporate,OFF-PA-10001295,18,94.85,5,0,45.528
US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,Corporate,OFF-EN-10002500,2,51.12,4,0,23.004
US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,Corporate,TEC-AC-10000892,1,90,1,0,32.4
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Corporate,OFF-PA-10001838,9,9.408,2,0.2,3.4104
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Corporate,OFF-FA-10000735,10,4.672,2,0.2,1.46
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Corporate,TEC-PH-10001760,15,318.4,2,0.2,107.46
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Corporate,OFF-EN-10004846,9,12.768,6,0.2,4.6284
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Corporate,OFF-SU-10003567,2,15.36,2,0.2,-3.264
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Corporate,TEC-PH-10001557,5,230.376,3,0.2,20.1579
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Corporate,TEC-AC-10003038,7,7.16,1,0.2,-0.0895
CA-2014-154641,8/11/2014,8/16/2014,Standard Class,KL-16645,Consumer,OFF-ST-10004459,14,375.34,1,0,18.767
CA-2017-131625,9/1/2017,9/5/2017,Second Class,BN-11515,Consumer,FUR-FU-10004960,6,114.9,5,0,39.066
US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,Consumer,OFF-BI-10000632,2,26.046,3,0.8,-44.2782
US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,Consumer,OFF-BI-10001107,1,2.896,1,0.8,-4.7784
US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,Consumer,OFF-ST-10002301,19,32.544,2,0.2,-7.7292
CA-2016-138933,4/24/2016,4/27/2016,First Class,JL-15130,Consumer,OFF-BI-10003355,14,3.984,1,0.2,1.3944
CA-2016-140746,1/15/2016,1/15/2016,Same Day,RC-19825,Consumer,FUR-TA-10002903,2,181.797,1,0.3,-15.5826
CA-2016-146836,5/2/2016,5/2/2016,Same Day,CC-12475,Consumer,OFF-ST-10001580,11,44.94,3,0,12.5832
CA-2016-146836,5/2/2016,5/2/2016,Same Day,CC-12475,Consumer,OFF-BI-10000315,15,45.576,3,0.2,15.9516
US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195,Corporate,FUR-CH-10003774,20,318.43,5,0.3,-77.333
US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195,Corporate,TEC-PH-10003095,3,122.92,7,0.2,46.095
US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195,Corporate,FUR-FU-10000023,19,7.068,3,0.6,-2.8272
US-2016-140809,2/1/2016,2/3/2016,First Class,CK-12760,Corporate,OFF-ST-10002214,18,56.45,5,0,14.677
